instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicnh6 F4 10 static 0.83 0.00 0.00 0.15 0.57 99 3502 15 1344 386
cyclicn6 classical 10 static 2.03 0.00 0.00 0.14 1.83 45 1135 9 354 255
katsuranh4 F4 2 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
cyclicn6 classical 14 caboara-perry 5.82 1.83 1.33 0.44 3.39 19 360 48 406 274
katsuranh5 classical 15 perturbation 0.16 0.13 0.11 0.00 0.02 13 168 5 31 18
katsuranh5 classical 14 caboara-perry 0.37 0.31 0.26 0.01 0.03 14 197 5 34 20
katsuran4 classical 19 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
cyclicn6 classical 7 perturbation 2.88 0.61 0.50 0.15 2.04 45 1135 9 354 255
cyclicn4 classical 14 static 0.02 0.00 0.00 0.00 0.00 7 30 6 12 5
katsuranh4 F4 24 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
katsuranh4 classical 29 perturbation 0.12 0.10 0.09 0.00 0.01 7 49 4 12 5
cyclicnh5 F4 15 caboara-perry 0.26 0.19 0.13 0.01 0.04 20 309 12 314 27
cyclicnh6 F4 19 static 0.77 0.00 0.00 0.13 0.57 99 3502 15 1344 386
cyclicn4 classical 15 static 0.01 0.00 0.00 0.00 0.00 7 30 6 12 5
katsuran4 classical 26 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
katsuran4 classical 21 perturbation 0.04 0.03 0.03 0.00 0.00 7 49 4 12 5
cyclicnh4 F4 23 caboara-perry 0.04 0.03 0.02 0.00 0.00 7 29 8 38 6
katsuran6 classical 28 static 0.14 0.00 0.00 0.01 0.11 22 528 6 70 48
cyclicnh6 F4 2 static 0.88 0.00 0.00 0.17 0.65 99 3502 15 1344 386
katsuranh6 F4 9 static 0.09 0.00 0.00 0.01 0.07 22 528 6 389 61
katsuran4 classical 11 perturbation 0.11 0.08 0.06 0.00 0.00 7 49 4 12 5
katsuran6 F4 23 static 0.12 0.00 0.00 0.01 0.09 22 528 6 389 61
cyclicn6 F4 7 caboara-perry 5.90 1.69 1.30 0.78 3.19 21 415 48 4892 440
cyclicn4 F4 26 caboara-perry 0.03 0.02 0.02 0.00 0.00 7 30 6 29 5
katsuran4 classical 20 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
cyclicn6 F4 27 caboara-perry 5.08 1.20 0.91 0.70 3.00 21 415 48 4892 440
cyclicn4 classical 8 perturbation 0.03 0.03 0.02 0.00 0.00 7 30 6 12 5
katsuran5 F4 24 perturbation 0.07 0.04 0.03 0.00 0.02 13 168 5 219 49
cyclicnh4 classical 25 perturbation 0.04 0.03 0.03 0.00 0.00 7 30 6 12 5
cyclicnh6 classical 3 static 2.85 0.00 0.00 0.21 2.55 99 3502 15 389 290
katsuranh6 classical 12 perturbation 0.30 0.18 0.15 0.01 0.10 22 528 6 70 48
katsuran5 F4 26 perturbation 0.07 0.04 0.03 0.01 0.02 13 168 5 219 49
katsuran6 classical 9 static 0.11 0.00 0.00 0.01 0.09 22 528 6 70 48
cyclicnh6 F4 14 perturbation 0.41 0.06 0.05 0.01 0.30 34 1540 9 515 79
cyclicnh4 F4 17 perturbation 0.03 0.00 0.00 0.00 0.01 7 30 6 43 10
katsuranh4 classical 15 static 0.01 0.00 0.00 0.00 0.00 7 49 4 12 5
cyclicn4 F4 4 caboara-perry 0.06 0.04 0.03 0.00 0.01 7 30 6 29 5
cyclicn5 classical 1 static 0.13 0.00 0.00 0.02 0.09 20 232 8 113 75
cyclicnh4 F4 26 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
