instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
econ4 classical 29 static 0.01 0.00 0.00 0.00 0.00 7 29 2 13 6
econh7 F4 26 caboara-perry 7.72 5.36 1.73 0.18 2.05 79 2179 18 3449 320
fatemanh F4 6 static 0.21 0.00 0.00 0.01 0.17 27 1009 14 433 38
cyclicnh5 F4 27 perturbation 0.12 0.07 0.06 0.00 0.03 12 171 7 140 19
katsuran4 classical 8 perturbation 0.06 0.05 0.04 0.00 0.00 7 49 4 12 5
econ4 classical 28 caboara-perry 0.13 0.10 0.05 0.01 0.01 5 24 3 11 4
cyclicn5 F4 4 caboara-perry 1.04 0.82 0.47 0.05 0.13 12 114 15 571 69
econh7 classical 28 perturbation NA NA NA NA NA NA NA NA NA NA
econh6 F4 12 caboara-perry 1.93 1.74 0.52 0.04 0.11 29 381 7 384 81
katsuranh6 classical 13 perturbation 0.79 0.37 0.33 0.02 0.36 22 528 6 70 48
cyclicnh5 F4 9 static 0.16 0.00 0.00 0.04 0.09 38 538 13 350 89
katsuranh4 F4 29 perturbation 0.11 0.09 0.08 0.00 0.01 7 49 4 44 6
econ7 classical 13 perturbation 1.53 0.32 0.29 0.10 1.04 32 747 4 153 113
cyclicn7 classical 26 perturbation 639.24 23.15 11.38 7.65 606.75 209 27185 12 2099 1625
cyclicnh4 classical 7 caboara-perry 0.23 0.19 0.06 0.01 0.00 5 21 5 8 3
cyclicnh4 F4 27 perturbation 0.02 0.00 0.00 0.00 0.01 7 30 6 43 10
econ5 F4 20 static 0.05 0.00 0.00 0.01 0.02 11 82 3 149 22
econ7 classical 18 static 1.14 0.00 0.00 0.10 1.01 32 747 4 153 113
econh5 F4 16 caboara-perry 0.70 0.59 0.26 0.02 0.06 20 153 10 288 40
cyclicn5 classical 20 perturbation 0.65 0.29 0.26 0.04 0.28 20 232 8 113 75
econ7 F4 29 perturbation 0.64 0.11 0.10 0.09 0.38 32 747 4 1133 129
cyclicnh7 classical 8 perturbation 49.06 4.78 3.04 0.58 43.31 121 28595 12 467 337
econh6 F4 16 static 0.12 0.00 0.00 0.02 0.08 28 346 9 468 67
cyclicnh6 F4 27 static 1.12 0.00 0.00 0.17 0.83 99 3502 15 1344 386
butcher8 classical 2 static 13.26 0.00 0.00 0.65 12.51 54 1796 4 420 290
econ6 F4 9 perturbation 0.17 0.07 0.06 0.02 0.07 18 232 4 417 46
